gene,GSM1377859,GSM1377860,GSM1377861,GSM1377862,GSM1377863,GSM1377864,GSM1377865,GSM1377866,GSM1377867,GSM1377868,GSM1377869,GSM1377870,GSM1377871,GSM1377872,GSM1377873,GSM1377874,GSM1377875,GSM1377876,GSM1377877,GSM1377878,GSM1377879,GSM1377880,GSM1377881,GSM1377882,GSM1377883,GSM1377884,GSM1377885,GSM1377886,GSM1377887,GSM1377888,GSM1377889,GSM1377890,GSM1377891,GSM1377892,GSM1377893,GSM1377894,GSM1377895,GSM1377896,GSM1377897,GSM1377898,GSM1377899,GSM1377900,GSM1377901,GSM1377902,GSM1377903,GSM1377904,GSM1377905,GSM1377906,GSM1377907,GSM1377908,GSM1377909,GSM1377910,GSM1377911,GSM1377912,GSM1377913,GSM1377914
ENSMUSG00000081358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485284,0,1.03798,0,0,1.14927,0.486064,0,0,0,0,0,0,0,0,0.441734,0.150856,0,0,0,1.63875,0,0
ENSMUSG00000081359,0,0,0,0,0,5.89065,0,0,0,0,0,0,0.857044,0,1.03071,0,0,3.41911,0,0,0,3.1376,1.03271,1.22039,5.30068,0,0,0,0,1.74478,6.2938,2.7068,7.33503,0,1.5577,0,0,0,0,1.42671,0,7.65175,0,0,0,3.00694,1.12657,5.21062,0,8.02923,7.25494,27.2471,1.82803,0,0,0
ENSMUSG00000081360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03899,0,0,0,0,0,0,0,0
ENSMUSG00000081363,0,0,0,0,0,0,0,0,0,0,0,0,7.36478,0,0.327933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67577,0.810049,0,0.471885,1.71219,1.47875,0.928619,0,1.05168,0.51524,0.906875,2.98934,0.404505,0.992368,1.27236,0,1.42535,0.353673,1.22792,1.23307,1.48038,0,1.04081,0,0,2.95506,3.19743
ENSMUSG00000081364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15806,5.58471,5.98153,0,0,0,0,7.01431,6.87568,0,0,0,0,5.90574,0,0,10.9721,0,5.69335,0,0,0,0,0,0,0
ENSMUSG00000081369,0.354995,0.392201,0.768662,0.368756,0.502941,0,0,0.480702,0,0.332277,0.689158,0.183594,0.199301,0.273024,0.246589,0,0.46349,0.529152,0,0,0.241448,0,0.450969,0.791241,0.924702,0.543692,0.486959,0.194447,0,0.455798,0,0.697313,0.750336,0.343794,0.390803,0.373199,0.314558,0.409814,0,0.34932,0.642929,0.611275,0,0.976648,1.16704,0.35895,0.258714,0.615921,0.636306,0.348775,0,1.94974,0.206518,0,0,0
ENSMUSG00000081370,2.70815,1.7426,2.94073,2.117,5.13687,4.09085,0,4.88981,0.963004,2.88368,3.28813,2.87667,5.41997,2.30429,7.83529,1.71382,1.28996,5.50165,3.57267,0.198938,0,3.92324,0.827928,3.21818,0,0,3.95188,7.33618,4.32007,7.26573,8.49895,4.45828,5.99219,5.06073,7.08017,9.42528,6.42722,3.22609,0.168208,11.6363,4.62314,4.48846,5.15794,3.53995,6.49847,2.25466,5.3157,4.10344,6.34864,2.05472,5.34378,8.77678,2.75268,0,25.1,0.381356
ENSMUSG00000081372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1426,0,0,0,0,0,6.61945,0,0,0,0,0
ENSMUSG00000081373,0.62037,0.329783,0.252656,0.309547,0.211076,0,0.113616,0.202803,0,0.691201,1.3551,0.604984,1.78623,1.4799,1.75028,1.45323,0.783553,2.15086,2.00233,0.685951,0.757167,0.38124,0.402534,1.18673,0.41207,1.10408,0.355399,0.925118,0.652671,3.96015,2.5836,2.36569,2.849,3.56563,3.27342,3.12709,4.39072,2.9859,1.13574,3.30532,2.68415,2.92752,2.34272,2.5391,2.16886,1.04449,2.66227,1.16455,2.60603,0.659947,0,0.753588,0.712568,2.3576,0.552685,0
ENSMUSG00000081374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081375,1.60636,7.7574,1.23832,8.59221,1.60374,1.29225,0,6.07118,9.45757,17.8865,9.83982,1.91E-126,25.7107,0,1.20551,3.88824,1.02172,1.68003,2.36117,30.919,43.836,42.0938,26.9596,109.899,73.0799,20.2523,51.0155,14.5868,23.353,12.9103,11.1334,19.0014,46.112,39.4615,35.077,43.8273,29.2154,18.438,29.7661,66.6816,33.9811,11.0937,59.7087,47.1321,20.104,16.7575,9.61058,35.6301,26.837,2.49289,5.39852,6.00998,1.34208,13.4124,14.4776,3.71567
ENSMUSG00000081376,0,0,0,0,0,0,0,0,0,0,30.0458,23.0839,26.1644,0,31.4965,0,30.7267,34.5733,0,0,0,263.281,0,0,0,0,41.4561,0,0,0,36.9514,0,0,0,93.2125,42.0577,71.7506,50.2676,145.996,0,39.5376,74.4086,92.8105,39.8251,0,88.0137,32.2302,37.7995,38.1184,14.1733,30.135,29.3668,0,0,0,83.844
ENSMUSG00000081378,0,0,0,0,0,0,0,0,0,0,12.4798,9.25511,24.6727,5.44666,6.94664,1.39397,1.40921,1.60529,8.37077,21.7948,0.837023,2.14431,1.50973,1.78996,5.30287,1.90112,0.512786,18.8745,2.50676,15.4502,21.5184,22.8718,21.6054,6.56165,8.76642,26.9766,8.2631,7.43758,20.6892,21.8444,7.99449,22.3895,26.5799,18.2866,29.907,15.8038,6.08446,37.6009,7.32137,5.27868,3.69451,2.2686,7.12705,3.89774,6.24234,0
ENSMUSG00000081381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081382,2.12122,4.83941,6.02924,5.80469,5.33589,7.6514,0,4.22399,7.76024,10.9393,10.0369,8.00537,11.7246,15.2369,15.954,11.0734,8.04526,12.0649,13.2781,13.6851,10.4401,11.7057,12.1171,11.252,18.4138,16.6162,9.12917,12.2228,20.2839,23.8245,22.3231,29.8557,29.1153,20.8131,28.9013,25.6038,24.4168,28.8436,29.5021,30.2104,29.5503,37.08,27.8812,32.4629,23.542,30.025,32.3263,35.0757,28.7566,27.2274,18.4112,25.772,15.8371,80.0636,44.1456,73.8571
ENSMUSG00000081383,0,0.873701,0,0,0,0,0,0,0,0.752721,0,0.407086,0,0,0.558078,0,1.6156,0.624921,1.27636,0,0,0.424134,0.567132,0,0,0,0,0.464276,0.916229,0,0,0,0,0.707761,0.811089,0.771073,0,0.876274,0,0,0,0.686623,2.50314,0.712582,1.29036,0,0.60878,1.39933,2.06996,0,0.574373,1.80385,0,0,1.01613,3.62977
ENSMUSG00000081384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39205,0,0,0.415305,0,0,0,0.496651,0,0.824839,0,0.352589,0,0,0,0,0,0.349926,0,0.124508,0,0,0.223784,0,0,0.805724
ENSMUSG00000081386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232485,0,0,0,0,0,0,0,0
ENSMUSG00000081389,0,0,0,0,0,0,0,0,0,0,0.752215,0,0,0.890168,0,2.27394,0.753634,0,0,0,0,1.1169,0.713087,2.49596,0,0.851835,2.04859,1.2457,1.12212,1.53857,0,1.1727,2.50972,0,1.28001,6.22307,0,0,0,2.33697,1.0499,3.04336,5.02647,6.53194,1.91738,4.72207,0,1.02482,4.21464,5.89792,2.97797,9.46757,3.3819,0,9.30063,0
ENSMUSG00000081390,0.846459,1.39106,0.968868,4.0032,0.978111,0.264363,1.23916,0.960286,0.774646,0.239382,0.529362,0.35644,0.707044,0.106731,0.874638,0,0.857142,0,0.211518,0.145592,0.477659,0.799685,0.183323,1.07655,0.962036,0.110269,0.468918,0,0,0.187156,0.530991,1.16176,0.766545,1.40422,0,0,0.776152,0.987065,0.315461,0,0,0.858788,0.147221,0.515351,0,0.426787,0.412362,0.490025,1.02737,0.100707,0.523294,0.542976,0.315294,0,0,0
ENSMUSG00000081391,2.89264,2.05678,7.2224,4.04462,2.06142,3.40307,0,3.90724,2.62779,1.22604,0,0,0,0,0.143439,0,0,0,0.852406,0,0,0,0,0.915023,0,0,1.79425,0,0,0,0,0.532701,0.382452,0.175669,0.405924,0.19115,0.160926,0.218802,0,2.49533,0.187646,0.702845,0.436051,0.183031,0.329108,0,0.323685,0,0.525159,0.145318,0,0,0,2.48556,0.527637,0.926863
ENSMUSG00000081392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081394,0,0,0,0,0,0,0,0,0,0,0.56363,0,0.492466,0,0.58497,0.56675,0.567408,0,0,0,0.640298,0,0,0,0.600593,0.729709,0,0,0.957942,1.96703,2.86194,3.84852,1.66523,2.28485,6.11457,4.09853,5.56554,1.8858,3.7081,2.44158,6.91641,5.83472,9.90555,6.1489,3.43916,8.63669,4.51354,10.5445,5.88233,4.94629,1.8019,1.89554,0.530807,17.0417,11.6632,7.58597
ENSMUSG00000081395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665949,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081396,0,0,0,0,0,0,0,0,0,0,0,0,0.302113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551026,0,0,0,0,0,0,0.391656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397458,0.669595,0,0,0
ENSMUSG00000081397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265847,0,1.12973,0,0,0,0
ENSMUSG00000081398,8.75808,0,0,0,0,0,54.0119,0,0,0,0,0.230683,0.266038,21.3617,0,0,0,29.1679,0.366272,0,0,0,0,19.5042,0,0,0,0,0,0,0,0.416292,0.448606,0.410137,0.469098,17.3362,24.703,0,50.3178,0,0,0,0,0,0,10.17,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218893,0.218419,0.356266,0.22687,0,0,0,0,0,0,0.158933,0,0,0.213791,0,0.247936,0.227105,0,0,0.207275,0,0,0.248403,0,0,0,0.475341,0,0.270429,0,0,0,0.589679,0,0.213196,0.353188,3.4394,1.79557,0.623939
ENSMUSG00000081400,1.13401,7.46563,0.837194,12.88,2.51436,7.1623,0,0.48163,9.92284,5.42976,5.08475,2.57708,4.46251,8.3844,5.28435,1.96142,1.23523,5.724,4.02426,3.08101,4.00207,3.25081,5.49704,9.26128,6.33082,8.43669,3.97794,4.99523,8.25924,9.08034,10.3713,7.4097,10.3003,13.3201,10.3873,15.9583,23.3067,16.0741,16.2116,19.0786,18.6566,21.2605,20.0231,23.5034,19.3873,16.6843,17.3572,19.0535,16.0607,21.4192,9.80121,17.1954,9.12009,0,31.6464,51.5975
ENSMUSG00000081401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081402,1.07069,0,0.382837,0.807715,0,0,28.959,0.115319,0,52.7643,29.6556,29.1425,35.1547,29.8162,39.5384,7.66439,4.71916,46.3806,51.222,55.8976,39.4383,58.4522,28.288,20.7828,15.4793,18.5448,41.363,42.7103,33.802,2.25645,0.569385,0.578429,0.882512,53.8726,22.2882,27.6857,27.1266,47.7099,47.272,26.6112,20.8405,9.16186,11.9051,3.22203,28.2664,10.7247,9.39616,2.74885,3.42064,0,3.42407,0.586619,8.64715,0,0,0
ENSMUSG00000081404,0,0,0,0,4.01067,0,0,0,0,2.91374,0,39.989,48.8933,0,0,0,2.00081,0,0,0,0,74.9015,0,0,0,252.071,88.1129,0,3.69481,0,0,0,0,0,0,0,0,3.14676,0,0,0,0,0,57.086,4.66324,2.94294,2.25873,0,0,217.146,15.0469,2.30325,22.6063,0,0,6.80019
ENSMUSG00000081405,0.88888,1.53079,0.960998,0.723382,0.730806,0.992189,0.133363,0,2.0089,0.319361,0,0,1.09211,0.13423,0,0,0,0,0,0,0,0.352672,0,0.133205,0,0,0.654641,0,0,0,0,0,0,0,0,0.178013,0.152107,0,0,0,1.24681,0,0,0,0.848053,0,0,0,0.15275,0.0579906,0.562759,0,0.202375,0,0,0
ENSMUSG00000081406,10.4357,14.608,15.3441,9.50397,6.90459,15.0845,0,14.1273,9.7723,28.4415,24.183,19.3927,27.1004,31.7832,27.9406,22.6202,17.4889,30.3039,24.564,33.1266,29.7964,25.0213,37.4043,41.3646,33.9558,44.0651,22.9285,31.1516,53.2729,52.8322,40.9351,42.4535,43.1179,42.9303,49.6659,47.7815,42.1286,49.1369,50.8502,50.2407,44.5298,55.5901,57.9995,54.0613,50.4976,62.5001,46.6051,56.5644,46.7137,50.4187,45.5909,53.1826,40.9313,283.938,94.3373,154.854
ENSMUSG00000081407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7839,1.16037,0,1.02076,1.35518,0,2.07149,0.826283,0,1.11845,1.10477,2.27435,5.75099,3.52336,1.90211,3.49937,1.99963,3.75962,1.60447,5.42362,1.05747,4.67702,3.52788,0.829582,1.01823,0.871564,0.784633,1.96311,2.20652,2.54937,2.52936,0,0,0.723237,0,0,0,0
ENSMUSG00000081409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081413,0,0,8.17962,7.24264,5.0205,0,0,0,0,3.36504,4.92743,3.69385,6.42964,8.39257,10.0379,0,0,0,2.85009,4.02755,0,1.85676,7.73057,3.03515,0,3.20864,1.75584,2.00609,3.91334,19.5501,8.498,9.239,9.81201,15.2915,13.6192,9.84099,8.38632,15.6101,19.3593,26.4519,19.2562,33.6276,56.4797,25.6795,20.101,32.2716,13.6368,31.6185,24.1298,21.1657,10.7543,18.6227,23.8486,80.9152,25.9384,0
ENSMUSG00000081414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417676,0,0,0,0,0.365751,0,0.295978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081416,1.47384,1.53276,0.803702,0,0,0,0,0,0,0,0.952862,0,0,0,0,0,0,0,1.15295,3.64357,1.10642,1.47847,0,1.18941,0,0,0,0,1.65814,1.5914,2.30704,2.47931,0,2.45443,1.41345,1.3209,0,1.53292,1.51706,0,2.54852,2.39422,0,1.26318,0,2.83741,1.07242,2.46881,4.80929,0.486758,0,1.03783,0,0,3.45195,3.03122
ENSMUSG00000081418,0,0.523882,1.35239,1.46742,2.01305,0,0.752669,1.28392,0,9.11017,6.34217,6.112,11.3655,12.1409,11.6111,6.38428,5.12958,8.47615,10.3756,4.66301,17.0545,8.71435,10.3535,14.9112,12.8668,19.3246,6.33034,6.52586,8.70046,9.83036,11.4922,14.4645,11.4955,14.8017,14.5825,9.10322,10.0804,14.6095,13.191,13.1075,14.5691,17.2884,17.6687,18.11,11.031,22.3254,14.228,17.6615,14.6246,21.6722,8.26923,15.7468,9.37952,122.665,37.6313,49.2346
ENSMUSG00000081421,0,2.56295,0,0,0,4.72938,0,0,0,0,0,2.48713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18669,0,3.48696,0,2.44685,4.31758,28.3088,0,2.47974,0,1.90345,0,0,0,0,0,0,0,1.70716,10.0999,0,5.43872
ENSMUSG00000081423,0,0,0,0,0,0,0,0,0,0,0,0,24.4846,0.419216,0.385074,0,0,0,0,0,0,0.629791,0.416895,0,0,0.516138,0.293162,0,0,13.2537,0.436895,0.95909,13.7209,18.4093,0,1.02987,0.431724,0,0,0.530502,0.50106,35.5721,46.1774,1.41785,0,1.11864,2.18414,0.488928,0.949937,0.860207,0.431693,0,0,0,0.815449,2.95757
ENSMUSG00000081426,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04145,0,2.63774,0,0,0,0,0,2.11873,0,3.29763,0,3.3993,0,0,0,0,0,0,4.01429,7.36789,0,4.00182,3.41601,0,0,0,3.64947,3.46527,0,0,3.26726,0,0,10.7257,3.51535,5.82249,2.82591,3.17613,0,0,5.50395,9.93254
ENSMUSG00000081427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285824,0,0.330566,0,0,0,0,0,0,0,0,0.272975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27663,0,0,0,0,0,0.695345,0,0,0,0.667934,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081429,0,0,0,0,0,0,0,0,0,0,0,12.2911,5.69853,3.70028,0,3.25689,0,11.3113,12.3591,0,0,2.51053,0,4.11611,0,4.37217,9.48162,2.69759,0,21.5393,11.9149,8.44166,9.41792,8.38076,5.11372,17.8269,79.7432,15.78,5.23485,22.4569,8.72767,61.6727,25.6908,34.7555,62.7249,19.6416,14.7853,12.7485,12.2921,3.38333,17.1497,7.10462,9.08618,56.35,6.00038,31.2188
ENSMUSG00000081431,0,0,0,0,0,0,0,0,0,0.978722,0.658591,1.46907,2.86699,2.22611,3.98083,0.662245,0,0,1.59262,1.29575,0.799853,0.514785,0.722833,1.71422,0,1.81788,0,0.550581,1.19897,11.9037,5.92123,10.2337,10.3922,7.09621,5.60564,7.54521,8.66096,4.06393,6.93064,5.24636,8.5143,19.0999,18.5964,20.0129,4.52953,13.2548,13.8732,11.4698,7.82307,3.39948,4.94864,3.65024,1.23704,30.5014,2.42334,2.10373
ENSMUSG00000081432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198802,0,0,0.442355,0.963465,10.0155,1.49135,0.341227,0,0,0,0,0,0,0.712552,0.666334,0.818166,0,0,0.398178,0,0,0.336514,0.280448,5.50388,0,0,3.28182,1.02974,0.913217
ENSMUSG00000081434,0,0,0,0,0,0,56.0265,0.86323,0,1.62561,25.4627,1.44493,3.15981,5.48062,2.90397,11.034,18.7804,2.99348,1.34164,35.521,22.5919,23.8776,2.63589,79.9862,2.86774,3.66581,19.1779,0.758929,0.849328,7.65575,6.77716,5.53336,5.1743,28.5688,24.5733,6.48138,5.48261,4.51356,2.57219,5.65407,12.3777,35.559,5.92181,4.67794,4.00584,5.07767,3.06982,4.49396,6.21724,4.08247,0.790982,5.57355,3.34067,32.719,6.52983,6.92024
ENSMUSG00000081436,0.59911,0,0,0,0,2.92957,0,0,0,0.555947,1.27031,2.73557,0.887187,1.68309,1.99879,1.41676,0.793585,3.01807,1.20645,0.763158,0,2.09121,1.61377,0.699696,0,0.378044,0.961374,1.8929,3.50647,1.82671,1.20412,0,0.468552,4.45889,0.8364,0.77633,4.61922,5.76386,0.373214,0.810839,0.48996,0,0,0,4.39305,2.00646,2.59965,1.13668,3.23258,0,0.722056,0,0.623899,0,0,0
ENSMUSG00000081440,0,0,0,0,0,0,0,0,0,0.222695,0,0.11572,0,0,0.159707,0.155472,0,0.187004,0,0,0,0,0,0,0,0,0,0,0,0.255354,0,0,0.430095,0,0.676652,0,0,0,0.242232,0.213146,0,0.196485,0,0,0,0,0,0.20391,0.196464,0.253087,0.346627,0.914639,0.149356,5.98475,2.48309,0.53962
ENSMUSG00000081441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18216,0,0,0,0,0,0.537246,0.192628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2271,0.168541,0,0.196399,0,0,0,0,0,0,0
ENSMUSG00000081442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081443,0,0,0,0,0,0,2.16856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081445,0,8.24955,0,0,0,0,0,0,0,12.7204,0,17.8308,6.30773,0,1.49333,65.9976,25.4022,0,3.5175,0,88.5774,0,0,73.1526,0,0.921298,0,81.1862,0,9.87642,0,0,0,0,34.0895,46.5868,1.73597,0,0,0,14.5966,0.919646,0,0,36.0802,0,0,0,0,0,0,0,0.683001,0,0,0
ENSMUSG00000081446,0,0,0,0,0,0,0,0,0,0,107.85,25.1715,36.1788,65.6356,0,83.7423,35.56,0,14.1907,0,0,0,0,0,22.4951,49.9429,0,0,17.1985,58.2598,0,0,0,0,0,0,0,0,12.4331,0,0,60.7404,96.7218,0,0,0,0,0,74.3987,0,0,0,0,0,0,0
ENSMUSG00000081447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173346,0,0,0,0,0,0,0,0,0,0,0,0,0.316255,0.271375,0,0.213754,13.4967,0,0,0,0,0,0,0,0,0.213432,0,0,0,0.251885,0.198119,0,14.8642,0.364162,0.970248,0.783768,0.499878,4.06795,1.30018,0
ENSMUSG00000081448,0,0,0,0,0,0,0.170355,0,0,0,0,0,0,0.0780438,0,0,0,0,0,0,0,0.0548716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081451,9.79668,10.4756,7.9635,7.80623,12.9204,14.011,1.50367,11.4401,13.1499,12.0557,13.1113,9.27201,12.6724,16.7003,32.2046,10.2278,5.48175,17.7869,14.0006,9.44208,11.7106,9.48095,12.4118,15.4396,15.9861,16.2302,11.1361,10.3974,13.9879,26.9345,23.6357,23.8755,22.3114,28.6651,26.171,40.2304,19.4932,28.0783,25.4612,26.0551,23.4991,25.2292,32.8858,26.9172,32.2082,28.0585,22.8414,27.0485,25.6608,20.7233,15.1084,19.4295,7.70522,0,2.57464,0
ENSMUSG00000081452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65152,0,0,0,0,0,0
ENSMUSG00000081453,0,0,1.64954,2.57736,0,0,0,0,0,0.501309,0.354731,0.450508,0.208013,0.136506,0,0,0,0.279798,0.141861,0,0,0,0,0,0.258021,0.156733,0.0882753,0,0,2.46391,1.77374,4.63193,1.53911,1.73067,2.13354,1.8837,2.01864,1.5475,0.380324,1.84779,2.56706,1.66125,1.29927,1.26938,2.56658,1.24603,0.812503,1.40068,1.52733,1.4789,0.511934,1.86148,0.557538,11.9568,3.80473,3.9612
ENSMUSG00000081455,0.614947,0,0.326289,0,0,0,0,0,0,0,0.3982,0.607195,1.72253,0.910958,0.407835,0.805493,0,1.85881,0.96737,0.717274,0.448512,0.297921,0.815506,0.479923,0,0.505214,0.280898,0.962666,0,4.05935,0.973321,0,4.55071,2.0792,3.00367,2.78391,2.37265,1.94071,4.5027,2.20134,1.06085,2.50456,2.51408,2.66006,2.85608,2.37729,1.77933,1.03549,3.53087,1.72861,0.421084,1.64454,1.86051,4.14551,1.34495,2.3617
ENSMUSG00000081456,0,0,0,0,0,0,37.0497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315288,0,0,0,0,0,0,0,0,0.389582,0,0.613425,0,0.30157,0,0,0.553826,0,0.376953,0,0.330017,0.620379,0.380149,0,0.575923,0.367132,1.15394,0,0,0,0,0,0,0,0,0
ENSMUSG00000081459,0,1.45198,0,0,0,0,0,0,4.01639,0,0,0.67493,0,0,0,0,0,1.04818,2.05162,0,0,0.683874,0,1.11326,0.942457,1.17245,0,0.740677,1.41008,0,1.03524,1.1322,0,3.35294,2.47094,1.21078,4.13233,2.84834,4.25001,2.43877,2.35079,4.49299,6.90064,2.35229,5.24154,2.63136,0.999983,2.33199,0,0.866326,0,0,0,0,0,0
ENSMUSG00000081460,1.13337,0,1.24141,0.541633,0,0,0.841047,0,0,2.04505,0,0,0,0.406132,1.81797,0,1.4603,2.10132,0.426129,0.664795,3.01305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081461,0,0,0,0,0,0,0,0,0,1.51484,2.15421,0,2.85676,1.25123,3.39127,0,0,1.26248,0,0,2.45768,0,0,0,0,1.39435,0.796098,0.941323,0,5.83005,12.5622,4.53558,4.86335,2.96809,6.71258,4.83882,4.09093,7.313,5.44289,4.75782,1.50402,8.58273,10.5387,13.4366,1.33389,10.0839,2.5142,2.94356,8.67818,4.03914,0,1.2605,0,0,2.1155,7.59376
ENSMUSG00000081464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486023,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081467,0,0,0,0,0,0,0,0,0,0,0.096613,0,0.086552,0,0.0958757,0,0,0,0.114672,0,0,0,0,0,0,0,0,0.0859337,0.190426,0.683786,0.204019,0.109535,0.23648,0.542359,0.503584,0.47036,0.597586,0.280707,0,0.25062,0.254624,0.118072,0.144023,0.603596,0.32928,1.26852,0.921426,0.379061,0.680684,0.0543165,0,0.727203,0.197406,0,0,0.679699
ENSMUSG00000081470,1.69341,0.439212,2.32713,2.88057,0.56298,2.38395,0,1.61514,0,6.70582,5.71958,5.57737,6.64697,3.44984,12.0908,7.97163,4.99846,3.5,8.57444,10.1099,8.89563,7.01536,10.7326,8.54688,9.64276,1.44124,5.80763,6.21573,10.3442,22.4923,9.63393,11.0987,17.0657,9.21107,12.7178,13.0787,8.43,7.47477,14.277,10.2373,10.5686,9.30471,11.033,10.1003,6.14877,17.0843,15.0943,14.1946,16.1866,6.85152,4.60116,20.9417,5.85223,3.23704,22.5633,0.902067
